date,season,opponent,period,minute,second,x,y,end_x,end_y,dest_zone,outcome,distance_m,angle_deg,curve_score,flight_metric,speed_ms,result,xt_start,xt_end,xt_delta,goal_diff,vaep_value,p_score_delta,p_concede_delta,scored_in_seq,conceded_in_seq,pm_score,rapm,xc_stage1,xc_stage2,xc
2018-04-29,WSL 2017-2018,Birmingham City WFC,2,61,43,97.6,70.6,97.4,53.1,Center,0,11.9,-91.0,0.94,4.7,5.95,incomplete,0.07512,0.1051,0.02998,-2,0.00908,0.00793,-0.00114,False,False,-0.2,-0.11154,0.2402343882666935,0.5491983184048723,0.13193632205909125
2018-04-29,WSL 2017-2018,Birmingham City WFC,2,62,52,96.3,79.1,95.2,55.1,Center,0,16.4,-94.0,0.92,4.6,4.1,incomplete,0.04692,0.1051,0.05818,-2,0.00287,0.00227,-0.0006,False,False,-0.2,-0.11154,0.2857007426843083,0.5133674060474472,0.14666944917767252
2018-04-29,WSL 2017-2018,Birmingham City WFC,2,71,0,79.4,83.0,92.0,42.5,Center,0,30.6,-64.3,1.0,5.2,6.12,incomplete,0.01842,0.1051,0.08668,-2,0.07245,0.01773,-0.05472,False,False,-0.2,-0.11154,0.3981643502166965,0.5120008111056579,0.20386047026430582
2018-04-29,WSL 2017-2018,Birmingham City WFC,2,91,20,97.7,20.4,97.7,24.1,Center,0,2.5,90.0,-0.32,1.6,,incomplete,0.04692,0.04692,0.0,-3,0.00083,0.00046,-0.00037,False,False,-0.2,-0.11154,0.13961584042141356,0.08229127193701989,0.011489165090834117
2018-05-12,WSL 2017-2018,Manchester City WFC,2,47,40,5.7,73.6,5.3,68.1,Center,0,3.8,-96.4,0.3,1.5,,incomplete,0.01223,0.01223,0.0,-1,-0.01872,-0.01937,-0.00064,False,False,-0.2,-0.11154,0.18559124992244624,0.20486595614185424,0.03802132886692378
2018-05-12,WSL 2017-2018,Manchester City WFC,2,55,25,7.7,84.5,5.2,57.2,Center,0,18.7,-98.0,0.28,1.4,4.67,incomplete,0.00826,0.01657,0.00831,0,0.1972,0.0214,-0.1758,False,False,-0.2,-0.11154,0.33614116989293646,0.42594849798454315,0.14317882642666344
2018-05-12,WSL 2017-2018,Manchester City WFC,2,65,34,16.2,85.1,11.0,63.0,Center,0,16.0,-110.0,0.24,1.2,16.0,incomplete,0.00506,0.00735,0.00229,1,-0.00732,-0.00779,-0.00047,False,False,-0.2,-0.11154,0.3115098025558063,0.3011606466453242,0.09381449357406389
2018-05-12,WSL 2017-2018,Manchester City WFC,2,76,7,21.2,9.2,10.1,67.3,Center,0,41.2,106.4,-1.0,5.0,20.6,incomplete,0.00175,0.00735,0.0056,1,-0.02369,-0.02342,0.00026,False,False,-0.2,-0.11154,0.5664945482142435,0.43857835022278946,0.24845224436600738
2018-05-12,WSL 2017-2018,Manchester City WFC,2,76,23,12.5,5.9,13.3,61.1,Center,1,37.5,88.7,-0.94,4.7,18.75,cleared,0.00349,0.00931,0.00582,1,0.19564,0.07642,-0.11922,False,False,-0.1,-0.11154,0.517125026064866,0.5417746684992572,0.2801652395689625
2018-05-16,WSL 2017-2018,Sunderland WFC,1,27,26,18.7,92.5,1.1,53.6,Center,0,32.3,-124.9,0.2,1.0,8.07,incomplete,0.00175,0.01657,0.01482,1,0.01139,0.00984,-0.00155,False,False,-0.2,-0.11154,0.5120825038352235,0.5209714562892637,0.26678036776328884
2018-05-16,WSL 2017-2018,Sunderland WFC,2,50,4,96.9,21.2,91.4,48.7,Center,1,19.6,107.2,-0.38,1.9,9.8,shot_ot,0.04692,0.05765,0.01073,2,0.11809,0.11773,-0.00036,False,False,0.6,-0.11154,0.39858660696691584,0.579214973845875,0.23086733112965818
2018-05-16,WSL 2017-2018,Sunderland WFC,2,77,3,93.3,31.9,100.0,72.6,Center,0,28.9,75.7,-0.26,1.3,9.63,incomplete,0.07512,0.07512,0.0,2,-0.03352,-0.03407,-0.00056,False,False,-0.2,-0.11154,0.5503782035538087,0.1668020406518646,0.09180420748308261
2018-05-16,WSL 2017-2018,Sunderland WFC,2,78,51,95.4,16.4,95.6,46.6,Center,0,20.5,89.4,-0.32,1.6,6.83,incomplete,0.04692,0.1051,0.05818,2,-0.00819,-0.00883,-0.00064,False,False,-0.2,-0.11154,0.3898779325455862,0.5186754986518121,0.20222013107641948
2018-05-16,WSL 2017-2018,Sunderland WFC,2,85,38,98.6,22.5,89.9,36.7,Center,0,13.3,133.4,-0.46,2.3,4.43,incomplete,0.04692,0.04262,-0.0043,2,-0.03487,-0.03507,-0.0002,False,False,-0.2,-0.11154,0.31676130756886733,0.2913323482983239,0.09228281558408576
2017-05-17,WSL 2017,Chelsea FC Women,2,61,39,79.4,5.3,92.2,47.9,Center,0,31.9,65.1,-0.22,1.1,31.9,incomplete,0.01102,0.1051,0.09408,1,0.01427,0.01327,-0.001,False,False,-0.2,-0.12857,0.42124984904928503,0.5625719558718606,0.23698335149038233
2017-05-17,WSL 2017,Chelsea FC Women,2,84,45,89.0,86.8,91.7,65.2,Center,0,15.0,-79.1,0.98,4.9,15.0,incomplete,0.03045,0.07512,0.04467,0,0.02529,0.01285,-0.01245,False,False,-0.2,-0.12857,0.3047247774630667,0.306886410703626,0.09351589320810172
2017-05-20,WSL 2017,Birmingham City WFC,2,47,8,7.6,78.1,6.6,37.0,Center,1,28.0,-92.2,0.3,1.5,9.33,cleared,0.00826,0.01223,0.00397,0,0.08049,0.0792,-0.00129,False,False,-0.1,-0.12857,0.46337886485063323,0.272376010918922,0.12621328675215376
2017-05-20,WSL 2017,Birmingham City WFC,2,60,58,16.0,83.6,11.2,38.9,Center,0,30.8,-99.4,0.28,1.4,10.27,incomplete,0.00506,0.00931,0.00425,0,0.00496,0.00479,-0.00017,False,False,-0.2,-0.12857,0.4779386071706392,0.3183524255097411,0.1521529148375203
2017-05-31,WSL 2017,Reading WFC,1,46,56,83.1,83.3,100.0,30.3,Center,0,40.9,-63.8,1.0,5.2,10.22,incomplete,0.01842,0.07512,0.0567,1,0.00578,0.00512,-0.00066,False,False,-0.2,-0.12857,0.6064701828151289,0.26712793860554,0.16200512976113038
2018-09-09,WSL 2018-2019,Liverpool FCW,1,40,34,79.3,77.0,92.7,42.4,Center,0,27.4,-59.1,1.0,5.3,13.7,incomplete,0.01842,0.1051,0.08668,4,-0.03187,-0.03168,0.00019,False,False,-0.2,-0.05978,0.48279765858056156,0.5048185417569014,0.24372520996828545
2018-09-09,WSL 2018-2019,Liverpool FCW,1,42,7,91.0,13.8,100.0,62.7,Center,0,34.9,74.1,-0.26,1.3,11.63,incomplete,0.03045,0.07512,0.04467,4,-0.00141,-0.00223,-0.00082,False,False,-0.2,-0.05978,0.5996802098455196,0.34015522591552566,0.20398435725707256
2018-09-09,WSL 2018-2019,Liverpool FCW,2,87,1,15.0,92.6,11.7,63.3,Center,0,20.2,-99.9,0.28,1.4,10.1,incomplete,0.00349,0.00735,0.00386,4,-0.00408,-0.0055,-0.00142,False,False,-0.2,-0.05978,0.3955068001659912,0.3134486750519748,0.12397108248607612
2018-09-19,WSL 2018-2019,Yeovil Town WFC,1,2,32,14.2,90.3,12.9,84.1,Right,0,4.4,-107.9,0.26,1.3,,incomplete,0.00349,0.00506,0.00157,0,-0.01514,-0.01557,-0.00042,False,False,-0.2,-0.05978,0.19115728062187196,0.004828091892631199,0.0009229249167878869
2018-09-19,WSL 2018-2019,Yeovil Town WFC,1,31,54,9.3,92.9,12.8,51.9,Center,0,28.1,-82.5,0.34,1.7,9.37,incomplete,0.00349,0.00931,0.00582,2,0.00868,0.00841,-0.00027,False,False,-0.2,-0.05978,0.4982229676815992,0.574172646791209,0.2860660000459148
2018-09-19,WSL 2018-2019,Yeovil Town WFC,1,32,43,19.9,95.3,12.7,52.5,Center,0,30.1,-104.6,0.26,1.3,6.02,incomplete,0.00175,0.00931,0.00756,2,0.03536,0.01359,-0.02177,False,False,-0.2,-0.05978,0.504486605223526,0.5510775842667488,0.27801125970151364
2018-09-19,WSL 2018-2019,Yeovil Town WFC,2,48,9,90.0,18.8,94.1,45.1,Center,0,18.4,76.5,-0.26,1.3,9.2,incomplete,0.03045,0.1051,0.07465,2,-0.01263,-0.01271,-7e-05,False,False,-0.2,-0.05978,0.3776137319875144,0.46352481157144093,0.17503333396630122
2018-09-19,WSL 2018-2019,Yeovil Town WFC,2,61,41,91.2,15.9,97.7,89.6,Left,1,50.6,82.2,-0.28,1.4,8.43,cleared,0.03045,0.02956,-0.00089,4,0.02478,0.02297,-0.00181,False,False,-0.1,-0.05978,0.7744622257063676,0.005445856873818403,0.004217610435375721
2018-10-14,WSL 2018-2019,Chelsea FC Women,1,3,49,21.9,23.9,5.2,73.6,Center,1,38.1,117.4,-1.0,5.2,12.7,cleared,0.00333,0.01223,0.0089,0,0.06833,0.05981,-0.00853,False,False,-0.1,-0.05978,0.5869530808419005,0.3171955973283709,0.18617893308137418
2018-10-21,WSL 2018-2019,Reading WFC,1,2,9,98.0,13.2,92.3,54.8,Center,1,28.9,101.9,-0.36,1.8,14.45,cleared,0.04692,0.1051,0.05818,0,0.26322,0.1331,-0.13013,True,False,-0.1,-0.05978,0.46164030592020777,0.5256092412602001,0.2426424109298471
2018-10-21,WSL 2018-2019,Reading WFC,1,11,30,94.4,19.4,100.0,66.9,Center,0,32.9,79.7,-0.28,1.4,16.45,incomplete,0.04692,0.07512,0.0282,2,-0.02802,-0.02812,-0.00011,False,False,-0.2,-0.05978,0.5778951360378743,0.2569985321150784,0.14851820167817725
2018-10-21,WSL 2018-2019,Reading WFC,1,18,27,96.8,13.1,88.2,56.3,Center,1,30.7,107.1,-0.38,1.9,7.67,cleared,0.04692,0.05765,0.01073,2,0.01753,0.0177,0.00016,False,False,-0.1,-0.05978,0.5254569552699134,0.5035215216169031,0.2645788856616918
2018-10-21,WSL 2018-2019,Reading WFC,1,33,47,96.6,73.0,96.3,70.9,Center,0,1.5,-102.4,0.9,4.5,,incomplete,0.07512,0.07512,0.0,2,-0.00327,-0.00434,-0.00107,False,False,-0.2,-0.05978,0.21396672135758552,0.17165619711619093,0.0367287136976628
2018-10-21,WSL 2018-2019,Reading WFC,1,37,9,71.0,3.8,83.8,63.1,Center,0,42.5,71.6,-0.24,1.2,14.17,incomplete,0.00757,0.04262,0.03505,2,0.0038,0.00293,-0.00086,False,False,-0.2,-0.05978,0.5846342365207825,0.36591539542678847,0.2139266678365407
2018-10-21,WSL 2018-2019,Reading WFC,2,71,46,17.2,2.6,7.4,53.7,Center,0,36.2,106.5,-1.0,5.0,9.05,incomplete,0.00175,0.01657,0.01482,4,0.00428,0.00455,0.00027,False,False,-0.2,-0.05978,0.5251134617589602,0.6926826426651058,0.36373698039021857
2018-11-04,WSL 2018-2019,Birmingham City WFC,1,33,51,97.6,24.7,95.5,48.7,Center,0,16.5,97.7,-0.34,1.7,16.5,incomplete,0.04692,0.1051,0.05818,0,0.14446,0.02644,-0.11802,False,False,-0.2,-0.05978,0.3339012772571409,0.5627198958639359,0.18789289196697354
2018-11-04,WSL 2018-2019,Birmingham City WFC,1,38,2,79.4,3.7,100.0,70.3,Center,0,50.7,64.5,-0.22,1.1,16.9,incomplete,0.01102,0.07512,0.0641,0,0.00026,-0.00187,-0.00214,False,False,-0.2,-0.05978,0.6402901141974044,0.23149274092910574,0.14822251352536728
2018-11-18,WSL 2018-2019,Everton FC,1,5,39,6.7,24.6,4.1,46.3,Center,0,15.0,100.5,-0.98,4.9,7.5,incomplete,0.00826,0.01657,0.00831,0,0.01553,0.0151,-0.00043,False,False,-0.2,-0.05978,0.3171817057261444,0.6106569094413296,0.1936892001500566
2018-11-18,WSL 2018-2019,Everton FC,1,22,3,23.9,89.0,15.4,75.1,Center,0,13.0,-133.4,0.16,0.8,,incomplete,0.00175,0.00506,0.00331,0,0.00508,0.00023,-0.00484,False,False,-0.2,-0.05978,0.25450711086145716,0.12531255183267323,0.031892935521610266
2018-11-18,WSL 2018-2019,Everton FC,2,47,5,81.8,13.2,98.1,73.2,Center,1,44.2,67.2,-0.24,1.2,8.84,cleared,0.01842,0.07512,0.0567,1,0.0519,0.05138,-0.00053,False,False,-0.1,-0.05978,0.6103609356466969,0.18372656147231822,0.11213951596339453
2018-11-18,WSL 2018-2019,Everton FC,2,51,32,66.2,2.6,83.3,39.1,Center,0,30.6,54.1,-0.18,0.9,15.3,incomplete,0.00584,0.03121,0.02537,3,0.00691,0.00577,-0.00114,False,False,-0.2,-0.05978,0.4504101975516376,0.3304926932839803,0.14885727927141032
2018-11-18,WSL 2018-2019,Everton FC,2,74,55,88.5,22.7,88.2,42.1,Center,0,13.2,91.4,-0.32,1.6,13.2,incomplete,0.03045,0.05765,0.0272,4,-0.00599,-0.00575,0.00024,False,False,-0.2,-0.05978,0.33958703249670863,0.3842047857238778,0.13047096305500547
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,3,49,99.7,0.9,91.5,39.0,Center,0,27.3,108.4,-0.38,1.9,27.3,incomplete,0.02956,0.05765,0.02809,0,-0.07517,-0.07494,0.00023,False,False,-0.2,-0.05978,0.4046925548085164,0.36476674139789445,0.14761838448549133
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,3,54,95.5,12.5,91.9,46.1,Center,1,23.2,99.4,-0.34,1.7,7.73,cleared,0.04692,0.1051,0.05818,0,0.11325,0.11325,0.0,False,False,-0.1,-0.05978,0.38411784065159776,0.5184996221208085,0.19916495522771435
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,17,44,99.5,99.5,83.0,49.1,Center,1,38.4,-116.8,0.84,4.2,38.4,shot_ot,0.02956,0.03121,0.00165,-1,-0.01831,-0.01792,0.0004,False,False,0.6,-0.05978,0.6003568498245953,0.6509278815264333,0.39078901241620684
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,18,4,99.5,0.5,90.5,43.0,Center,0,30.4,108.1,-0.38,1.9,10.13,incomplete,0.02956,0.05765,0.02809,-1,-0.14168,-0.14149,0.00019,False,False,-0.2,-0.05978,0.41598988557800276,0.46973111261789546,0.19540339179034627
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,18,18,92.4,10.6,91.3,60.2,Center,1,33.7,92.0,-0.32,1.6,16.85,cleared,0.02956,0.05765,0.02809,-1,0.08637,0.08628,-8e-05,False,False,-0.1,-0.05978,0.4843444963874118,0.4109294610546258,0.19903142286525327
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,21,29,74.9,12.3,88.1,45.8,Center,0,26.7,58.7,-0.2,1.0,8.9,incomplete,0.00757,0.05765,0.05008,-1,0.00151,0.00149,-1e-05,False,False,-0.2,-0.05978,0.3477135559569104,0.48954452861282316,0.1702212688432142
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,29,44,99.5,0.5,93.7,46.6,Center,0,31.9,101.0,-0.36,1.8,15.95,incomplete,0.02956,0.1051,0.07554,0,-0.05015,-0.04993,0.00022,False,False,-0.2,-0.05978,0.45688471848691603,0.5600283845396143,0.25586841081506406
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,31,25,99.5,99.5,71.1,50.3,Center,1,44.8,-131.7,0.8,4.0,14.93,shot,0.02956,0.01826,-0.0113,0,-0.06653,-0.06553,0.001,False,False,0.35,-0.05978,0.6932009975255858,0.7017436744085929,0.4864494151073065
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,35,31,99.5,99.5,90.0,32.4,Center,1,46.7,-102.3,0.9,4.5,15.57,cleared,0.02956,0.04262,0.01306,1,-0.09832,-0.0982,0.00012,False,False,-0.1,-0.05978,0.7363287727263728,0.28619941998923687,0.2107368676756745
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,1,38,18,99.5,99.5,95.1,45.8,Center,1,36.8,-97.2,0.92,4.6,12.27,goal,0.02956,0.1051,0.07554,1,0.01863,0.01869,6e-05,True,False,1.0,-0.05978,0.6243353853158046,0.5869557001024259,0.36645721318675595
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,2,60,21,18.0,19.1,9.4,47.0,Center,0,21.0,115.5,-1.0,5.2,10.5,incomplete,0.00333,0.00931,0.00598,2,0.03214,0.0184,-0.01374,False,False,-0.2,-0.05978,0.38098979993063997,0.6563421098525962,0.25005964911879475
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,2,61,53,0.5,99.5,6.1,61.1,Center,0,26.8,-77.3,0.36,1.8,26.8,incomplete,0.00638,0.01657,0.01019,2,-0.00108,-0.00083,0.00024,False,False,-0.2,-0.05978,0.47837843710841843,0.387699066072331,0.18546687329607517
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,2,64,30,0.5,99.5,2.0,50.7,Center,0,33.2,-87.3,0.32,1.6,33.2,incomplete,0.00638,0.01657,0.01019,2,0.00095,0.00113,0.00018,False,False,-0.2,-0.05978,0.5592585791508246,0.6080495666917767,0.34005693672131754
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,2,86,53,26.0,81.2,,23.1,Center,0,48.8,,0.18,0.9,16.27,incomplete,0.00309,,,3,0.02231,0.00829,-0.01402,False,False,-0.2,-0.05978,0.7414961957561306,0.09512737245902776,0.07053658479064559
2018-11-25,WSL 2018-2019,Brighton & Hove Albion WFC,2,89,33,0.5,99.5,6.9,34.2,Center,1,44.9,-81.4,0.34,1.7,14.97,shot_ot,0.00638,0.01223,0.00585,3,0.06799,0.0681,0.00011,False,False,0.6,-0.05978,0.7163701963730742,0.25879451288910815,0.18539267601864448
2018-12-02,WSL 2018-2019,Manchester City WFC,1,8,30,0.5,0.5,3.6,42.5,Center,0,28.7,83.5,-0.92,4.6,14.35,incomplete,0.00638,0.01657,0.01019,0,0.1192,0.02294,-0.09626,False,False,-0.2,-0.05978,0.3884295904186332,0.537286908594137,0.20869813384251423
2018-12-02,WSL 2018-2019,Manchester City WFC,1,36,58,0.5,99.5,6.3,52.2,Center,0,32.7,-79.3,0.36,1.8,8.18,incomplete,0.00638,0.01657,0.01019,-1,0.15015,0.02315,-0.12699,False,False,-0.2,-0.05978,0.491234173689112,0.5846433942305193,0.28719681466762687
2018-12-02,WSL 2018-2019,Manchester City WFC,1,38,53,4.8,31.6,3.6,44.6,Center,0,8.9,98.1,-0.98,4.9,8.9,incomplete,0.01223,0.01657,0.00434,-1,0.03358,0.02339,-0.01019,False,False,-0.2,-0.05978,0.25545896594297185,0.5479435229087269,0.1399770857574125
2018-12-02,WSL 2018-2019,Manchester City WFC,2,46,25,75.2,14.7,98.2,59.9,Center,0,39.1,51.8,-0.18,0.9,5.59,incomplete,0.01842,0.1051,0.08668,-1,0.03558,0.021,-0.01458,False,False,-0.2,-0.05978,0.5091457265826907,0.3972546602199187,0.20226051261603042
2018-12-02,WSL 2018-2019,Manchester City WFC,2,55,18,99.5,0.5,90.7,49.7,Center,0,34.7,105.4,-0.36,1.8,17.35,incomplete,0.02956,0.05765,0.02809,-1,0.15263,0.0191,-0.13353,False,False,-0.2,-0.05978,0.4633725646666056,0.6417018434709578,0.2973470289604264
2018-12-02,WSL 2018-2019,Manchester City WFC,2,65,20,99.5,99.5,87.0,45.8,Center,1,38.8,-109.8,0.88,4.4,9.7,shot,0.02956,0.05765,0.02809,-2,0.19107,0.09285,-0.09822,False,False,0.35,-0.05978,0.5727808936312562,0.5808982131248098,0.3327273976224285
2018-12-02,WSL 2018-2019,Manchester City WFC,2,69,20,97.3,76.0,96.6,60.9,Center,0,10.3,-94.1,0.92,4.6,10.3,incomplete,0.04692,0.1051,0.05818,-2,0.01296,0.01176,-0.0012,False,False,-0.2,-0.05978,0.22392737826619083,0.3639269621296819,0.08149321051007899
2018-12-02,WSL 2018-2019,Manchester City WFC,2,69,40,99.7,99.6,89.1,24.1,Center,0,52.5,-102.2,0.9,4.5,13.12,incomplete,0.02956,0.03045,0.00089,-2,0.1276,0.00683,-0.12077,False,False,-0.2,-0.05978,0.7339617468779203,0.15154424327531268,0.11122767752364102
2018-12-02,WSL 2018-2019,Manchester City WFC,2,80,32,75.0,21.0,100.0,65.2,Center,0,41.2,48.9,-0.16,0.8,8.24,incomplete,0.01842,0.07512,0.0567,-2,0.04676,0.01587,-0.03089,False,False,-0.2,-0.05978,0.5298066646922639,0.28806170297335865,0.15261701007788875
2019-01-06,WSL 2018-2019,West Ham United WFC,1,8,38,0.5,0.5,2.5,45.1,Center,0,30.4,86.0,-0.92,4.6,7.6,incomplete,0.00638,0.01657,0.01019,0,0.10567,0.02579,-0.07987,False,False,-0.2,-0.05978,0.4098496941017702,0.6111617316402272,0.2504844487594553
2019-01-06,WSL 2018-2019,West Ham United WFC,1,24,40,0.5,99.5,7.0,46.0,Center,0,37.0,-79.4,0.36,1.8,12.33,incomplete,0.00638,0.01657,0.01019,-1,-0.03276,-0.03255,0.00022,False,False,-0.2,-0.05978,0.5505919110725352,0.5353851043329019,0.2947787077544211
2019-01-06,WSL 2018-2019,West Ham United WFC,1,25,2,9.9,86.0,8.3,47.6,Center,1,26.2,-93.7,0.3,1.5,26.2,cleared,0.00506,0.01657,0.01151,-1,0.19615,0.13402,-0.06213,True,False,-0.1,-0.05978,0.40977352864177247,0.5346875861458296,0.21910081889592828
2019-01-06,WSL 2018-2019,West Ham United WFC,1,29,59,0.5,99.5,5.9,48.1,Center,1,35.4,-80.8,0.34,1.7,17.7,goal,0.00638,0.01657,0.01019,0,0.02029,0.02039,0.0001,True,False,1.0,-0.05978,0.5508904752151627,0.5832863588339889,0.32132689940457804
2019-01-06,WSL 2018-2019,West Ham United WFC,1,39,27,0.5,99.5,7.6,41.2,Center,1,40.3,-79.3,0.36,1.8,10.07,cleared,0.00638,0.01657,0.01019,1,-0.05651,-0.0564,0.0001,False,False,-0.1,-0.05978,0.6342595045829111,0.41654601327598173,0.2641982680164109
2019-01-06,WSL 2018-2019,West Ham United WFC,1,39,37,6.4,85.3,24.5,1.9,Left,1,59.8,-71.5,0.38,1.9,7.47,completed,0.00826,0.00175,-0.00651,1,-0.04958,-0.04958,-0.0,False,False,0.15,-0.05978,0.8340117380879172,0.0009625992354177696,0.0008028190614128741
2019-01-06,WSL 2018-2019,West Ham United WFC,1,41,27,11.7,85.4,8.1,54.6,Center,0,21.3,-100.2,0.28,1.4,10.65,incomplete,0.00506,0.01657,0.01151,1,0.00814,0.00732,-0.00082,False,False,-0.2,-0.05978,0.3869794367504829,0.48601186955342923,0.1880765995338352
2019-01-06,WSL 2018-2019,West Ham United WFC,1,41,53,0.5,99.5,2.3,59.3,Center,0,27.4,-86.0,0.32,1.6,27.4,incomplete,0.00638,0.01657,0.01019,1,-0.07661,-0.07654,7e-05,False,False,-0.2,-0.05978,0.4655716208706461,0.41728610920465714,0.19427657022921765
2019-01-06,WSL 2018-2019,West Ham United WFC,1,45,6,3.6,93.8,11.6,55.8,Center,1,27.2,-72.0,0.38,1.9,13.6,shot,0.00638,0.00931,0.00293,0,0.08263,0.08267,4e-05,False,False,0.35,-0.05978,0.4440454578698845,0.5001688159404032,0.2220976908864943
2019-01-06,WSL 2018-2019,West Ham United WFC,2,53,39,99.5,99.5,90.9,53.6,Center,0,32.5,-106.1,0.88,4.4,16.25,incomplete,0.02956,0.05765,0.02809,0,-0.09064,-0.09036,0.00028,False,False,-0.2,-0.05978,0.5408111539332119,0.5873160021278996,0.3176270448342301
2019-01-06,WSL 2018-2019,West Ham United WFC,2,54,32,99.5,0.5,94.6,53.9,Center,0,36.7,98.1,-0.34,1.7,18.35,incomplete,0.02956,0.1051,0.07554,0,-0.00194,-0.00172,0.00023,False,False,-0.2,-0.05978,0.5145063462668975,0.5639597043136427,0.2901608469081722
2019-01-06,WSL 2018-2019,West Ham United WFC,2,64,5,99.5,99.5,91.5,53.1,Center,0,32.7,-104.9,0.9,4.5,10.9,incomplete,0.02956,0.05765,0.02809,1,-0.00948,-0.00917,0.00031,False,False,-0.2,-0.05978,0.5650993589043215,0.6017005029743967,0.34002056848323936
2019-01-06,WSL 2018-2019,West Ham United WFC,2,64,13,85.9,87.8,92.5,50.3,Center,1,26.4,-74.8,1.0,5.0,26.4,cleared,0.01827,0.1051,0.08683,1,0.10671,0.10643,-0.00028,True,False,-0.1,-0.05978,0.4725561257509907,0.6638680078889144,0.31371489381801354
